idx	target_name	accession	query_name	accession_c	clan_name	mdl	mdl_from	mdl_to	seq_from	seq_to	strand	trunc	pass	gc	bias	score	e-value	inc	olp	anyidx	afrct1	afrct2	winidx	wfrct1	wfrct2	description_target
3	snoZ223	RF00135	7180000118875	-	-	cm	1	94	50793	50702	-	no	1	0.4	0	76.5	1.90E-14	!	^	-	-	-	-	-	-	Small nucleolar RNA Z223
4	snoR97	RF01215	7180000118875	-	-	cm	1	106	50251	50147	-	no	1	0.42	0	89.9	1.20E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR97
5	snoZ278	RF00201	7180000118875	-	-	cm	1	115	50485	50368	-	no	1	0.46	0	60.7	3.70E-10	!	*	-	-	-	-	-	-	Small nucleolar RNA Z278
1	mir-4536	RF03747	7180000112834	-	-	cm	1	88	23331	23416	+	no	1	0.24	2	35	0.0055	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
2	mir-574	RF00929	7180000112834	-	-	cm	1	77	23335	23402	+	no	1	0.29	0	37.8	0.0092	!	=	1	1	0.791	""""	""""	""""	microRNA mir-574
1	MIR167_1	RF00640	7180000111212	-	-	cm	1	130	26830	26737	-	no	1	0.5	0	39.5	1.90E-05	!	*	-	-	-	-	-	-	microRNA MIR167_1
1	tRNA	RF00005	7180000106877	-	-	cm	1	71	202693	202764	+	no	1	0.53	0	70.6	3.60E-13	!	*	-	-	-	-	-	-	tRNA
2	tRNA	RF00005	7180000106877	-	-	cm	1	71	213078	213148	+	no	1	0.52	0	60.2	3.00E-10	!	*	-	-	-	-	-	-	tRNA
3	MIR473	RF00778	7180000106877	-	-	cm	1	95	54123	54045	-	no	1	0.46	0	53.3	6.10E-08	!	^	-	-	-	-	-	-	microRNA MIR473
4	MIR473	RF00778	7180000106877	-	-	cm	1	95	53956	53874	-	no	1	0.43	0	51.6	1.80E-07	!	^	-	-	-	-	-	-	microRNA MIR473
5	MIR473	RF00778	7180000106877	-	-	cm	1	95	54273	54194	-	no	1	0.46	0	44.4	1.40E-05	!	^	-	-	-	-	-	-	microRNA MIR473
6	MIR473	RF00778	7180000106877	-	-	cm	1	95	54193	54272	+	no	1	0.46	0	41.2	0.00011	!	*	-	-	-	-	-	-	microRNA MIR473
7	MIR473	RF00778	7180000106877	-	-	cm	1	95	53873	53955	+	no	1	0.43	0	33.9	0.0095	!	*	-	-	-	-	-	-	microRNA MIR473
1	mir-1	RF00103	7180000111486	-	-	cm	1	77	27154	27237	+	no	1	0.35	0	36	0.0007	!	*	-	-	-	-	-	-	mir-1 microRNA precursor family
2	mir-1	RF00103	7180000111486	-	-	cm	1	77	27237	27154	-	no	1	0.35	0	35.9	0.00075	!	^	-	-	-	-	-	-	mir-1 microRNA precursor family
3	mir-3156	RF03360	7180000111486	-	-	cm	1	77	27235	27156	-	no	1	0.36	0	33.6	0.0035	!	=	2	1	0.952	""""	""""	""""	mir-3156 microRNA precursor family
1	MIR169_2	RF00645	7180000117838	-	-	cm	1	134	161044	160909	-	no	1	0.43	0	65	1.30E-15	!	^	-	-	-	-	-	-	microRNA MIR169_2
2	MIR169_5	RF00865	7180000117838	-	-	cm	1	129	160903	161052	+	no	1	0.41	0	80.1	5.10E-14	!	^	-	-	-	-	-	-	microRNA MIR169_5
3	MIR169_2	RF00645	7180000117838	-	-	cm	1	134	160915	161046	+	no	1	0.42	0	28.4	0.0051	!	=	2	1	0.88	""""	""""	""""	microRNA MIR169_2
1	snoR71	RF00097	7180000110354	-	-	cm	1	107	15920	16025	+	no	1	0.3	0.3	37.6	0.00036	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR1919	RF03693	7180000109153	-	-	cm	1	123	24414	24586	+	no	1	0.34	0.6	33.8	0.002	!	*	-	-	-	-	-	-	MIR1919 microRNA precursor family
2	MIR1919	RF03693	7180000109153	-	-	cm	1	123	24586	24414	-	no	1	0.34	0.6	32.2	0.0051	!	*	-	-	-	-	-	-	MIR1919 microRNA precursor family
1	mir-544	RF01045	7180000108113	-	-	cm	1	91	12042	12118	+	no	1	0.32	0	31	0.0078	!	*	-	-	-	-	-	-	microRNA mir-544
1	5S_rRNA	RF00001	7180000118816	-	-	cm	1	119	18556	18428	-	no	1	0.36	0	44.5	2.60E-05	!	*	-	-	-	-	-	-	-
2	MIR6145	RF03657	7180000118816	-	-	cm	1	78	1420	1335	-	no	1	0.44	0	34.9	0.0068	!	*	-	-	-	-	-	-	MIR6145 microRNA precursor family
1	snR83	RF01264	7180000119407	-	-	cm	1	308	51184	50950	-	no	1	0.37	0.1	37.2	9.20E-05	!	*	-	-	-	-	-	-	Small nucleolar RNA snR83
1	mir-556	RF00969	7180000115970	-	-	cm	1	95	143	256	+	no	1	0.27	2.4	53.7	5.30E-09	!	^	-	-	-	-	-	-	microRNA mir-556
2	mir-4524	RF03781	7180000115970	-	-	cm	1	84	238	154	-	no	1	0.29	0.1	44.9	7.00E-09	!	^	-	-	-	-	-	-	mir-4524 microRNA precursor family
3	mir-556	RF00969	7180000115970	-	-	cm	1	95	249	136	-	no	1	0.27	3.6	50.7	2.90E-08	!	=	2	0.746	1	""""	""""	""""	microRNA mir-556
4	MIR2118	RF01911	7180000115970	-	-	cm	22	150	256	136	-	no	1	0.26	6.4	36	1.50E-05	!	=	2	0.702	1	""""	""""	""""	microRNA MIR2118
5	MIR825	RF03826	7180000115970	-	-	cm	23	130	249	143	-	no	1	0.29	0.6	36.7	1.60E-05	!	=	2	0.794	1	""""	""""	""""	MIR825 microRNA precursor family
6	MIR2118	RF01911	7180000115970	-	-	cm	1	170	142	251	+	no	1	0.28	1.2	32.4	0.00012	!	=	1	0.991	0.956	""""	""""	""""	microRNA MIR2118
7	MIR390	RF00689	7180000115970	-	-	cm	1	123	258	134	-	no	1	0.25	8.7	30.8	0.00012	!	=	2	0.68	1	""""	""""	""""	microRNA MIR390
8	MIR319	RF03483	7180000115970	-	-	cm	1	93	143	249	+	no	1	0.29	0.6	29.4	0.00019	!	=	1	1	0.939	""""	""""	""""	MIR319 microRNA precursor family
9	mir-599	RF00991	7180000115970	-	-	cm	1	95	258	141	-	no	1	0.26	4.3	29.5	0.00021	!	=	2	0.72	1	""""	""""	""""	microRNA mir-599
10	MIR390	RF00689	7180000115970	-	-	cm	1	123	134	258	+	no	1	0.25	8.7	27.9	0.0008	!	=	1	0.912	1	""""	""""	""""	microRNA MIR390
11	MIR854	RF00893	7180000115970	-	-	cm	1	221	151	241	+	no	1	0.32	0	21	0.0043	!	=	1	1	0.798	""""	""""	""""	microRNA MIR854
1	LSU_rRNA_eukarya	RF02543	7180000115829	-	-	cm	1834	3401	8934	7370	-	5'	2	0.55	0.5	1593.7	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
2	SSU_rRNA_eukarya	RF01960	7180000115829	-	-	cm	1	1131	1115	1	-	3'	3	0.49	0	986.7	1.30E-296	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
3	LSU_rRNA_archaea	RF02540	7180000115829	-	-	cm	1728	2990	8934	7546	-	5'	2	0.54	0.1	708.3	2.80E-220	!	=	1	1	0.888	""""	""""	""""	Archaeal large subunit ribosomal RNA
4	LSU_rRNA_bacteria	RF02541	7180000115829	-	-	cm	1633	2925	8934	7539	-	5'	2	0.54	0.1	603.2	2.40E-198	!	=	1	1	0.892	""""	""""	""""	Bacterial large subunit ribosomal RNA
5	SSU_rRNA_microsporidia	RF02542	7180000115829	-	-	cm	1	754	1115	1	-	3'	3	0.49	0	428.4	3.10E-128	!	=	2	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
6	SSU_rRNA_archaea	RF01959	7180000115829	-	-	cm	1	832	1115	1	-	3'	3	0.49	0	229.9	6.30E-65	!	=	2	1	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
7	SSU_rRNA_bacteria	RF00177	7180000115829	-	-	cm	1	877	1120	1	-	3'	3	0.49	0	207.3	3.10E-63	!	=	2	0.996	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
8	mir-3622	RF03703	7180000115829	-	-	cm	1	84	5802	5732	-	no	1	0.69	0	37.1	0.00052	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
9	MIR169	RF03311	7180000115829	-	-	cm	1	111	5810	5939	+	no	1	0.68	0.1	31.7	0.0034	!	^	-	-	-	-	-	-	MIR169 microRNA precursor family
10	MIR169	RF03311	7180000115829	-	-	cm	1	111	6498	6574	+	no	1	0.65	0	30.9	0.0058	!	^	-	-	-	-	-	-	MIR169 microRNA precursor family
1	snoR71	RF00097	7180000107464	-	-	cm	1	107	82288	82182	-	no	1	0.37	0	48.2	2.00E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
2	MIR405	RF00768	7180000107464	-	-	cm	1	122	132628	132496	-	no	1	0.35	0	50.3	0.00076	!	*	-	-	-	-	-	-	microRNA MIR405
3	MIR405	RF00768	7180000107464	-	-	cm	1	122	132493	132625	+	no	1	0.35	0	49.6	0.0011	!	*	-	-	-	-	-	-	microRNA MIR405
1	tRNA	RF00005	7180000106214	-	-	cm	1	71	158301	158230	-	no	1	0.56	0	60.9	3.40E-10	!	^	-	-	-	-	-	-	tRNA
1	mir-156	RF00073	7180000113892	-	-	cm	1	88	17917	17831	-	no	1	0.53	0	55	2.50E-09	!	*	-	-	-	-	-	-	mir-156 microRNA precursor
2	mir-156	RF00073	7180000113892	-	-	cm	1	88	17831	17917	+	no	1	0.53	0	34.1	0.0012	!	^	-	-	-	-	-	-	mir-156 microRNA precursor
3	5S_rRNA	RF00001	7180000113892	-	-	cm	1	119	5282	5169	-	no	1	0.45	0	32.1	0.0057	!	*	-	-	-	-	-	-	-
1	snoR71	RF00097	7180000107267	-	-	cm	1	107	10116	10222	+	no	1	0.49	0	43.7	5.40E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	RNase_MRP	RF00030	7180000117716	-	-	cm	1	266	258528	258320	-	no	1	0.59	0	37.1	6.50E-06	!	*	-	-	-	-	-	-	RNase MRP
1	snoR71	RF00097	7180000118129	-	-	cm	1	107	30949	30842	-	no	1	0.37	0	46.7	1.40E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR394	RF00688	7180000115635	-	-	cm	1	111	236846	236706	-	no	1	0.35	1.7	94.3	4.20E-18	!	*	-	-	-	-	-	-	microRNA MIR394
2	tRNA	RF00005	7180000115635	-	-	cm	1	71	129816	129895	+	no	1	0.59	0	64.8	2.80E-11	!	^	-	-	-	-	-	-	tRNA
3	MIR394	RF00688	7180000115635	-	-	cm	1	111	236706	236846	+	no	1	0.35	1.7	57.2	2.50E-08	!	*	-	-	-	-	-	-	microRNA MIR394
1	mir-8338	RF04014	7180000113640	-	-	cm	1	61	24425	24361	-	no	1	0.52	0	30.9	0.0086	!	^	-	-	-	-	-	-	mir-8338 microRNA precursor family
1	snoR71	RF00097	7180000121114	-	-	cm	1	107	91099	91205	+	no	1	0.31	0.2	46.5	5.20E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	mir-156	RF00073	7180000120858	-	-	cm	1	88	26059	25976	-	no	1	0.48	0	76.1	2.80E-14	!	^	-	-	-	-	-	-	mir-156 microRNA precursor
2	mir-156	RF00073	7180000120858	-	-	cm	1	88	25976	26059	+	no	1	0.48	0	44.3	1.20E-05	!	^	-	-	-	-	-	-	mir-156 microRNA precursor
3	isrG	RF01390	7180000120858	-	-	cm	123	211	87764	87618	-	no	1	0.6	0	35	2.70E-05	!	^	-	-	-	-	-	-	isrG Hfq binding RNA
4	isrG	RF01390	7180000120858	-	-	cm	123	211	96577	96431	-	no	1	0.59	0	31.3	0.00033	!	^	-	-	-	-	-	-	isrG Hfq binding RNA
1	tRNA	RF00005	7180000107054	-	-	cm	1	71	11297	11378	+	no	1	0.61	0	63.6	4.40E-12	!	^	-	-	-	-	-	-	tRNA
2	tRNA-Sec	RF01852	7180000107054	-	-	cm	1	91	11297	11377	+	no	1	0.6	0	41.2	3.50E-05	!	=	1	1	0.988	""""	""""	""""	Selenocysteine transfer RNA
1	snoR71	RF00097	7180000108831	-	-	cm	1	107	132798	132903	+	no	1	0.38	0	47	4.20E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	Intron_gpI	RF00028	7180000118676	-	-	cm	1	251	124643	124807	+	no	1	0.29	5.7	50.7	7.90E-09	!	*	-	-	-	-	-	-	Group I catalytic intron
1	snoR83	RF01227	7180000115894	-	-	cm	1	129	266	391	+	no	1	0.36	0	71.8	5.70E-13	!	^	-	-	-	-	-	-	Small nucleolar RNA snoR83
2	mir-3622	RF03703	7180000115894	-	-	cm	1	84	1582	1512	-	no	1	0.7	0	40.2	2.90E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
3	mir-3622	RF03703	7180000115894	-	-	cm	1	84	1688	1618	-	no	1	0.7	0	40.2	2.90E-05	!	*	-	-	-	-	-	-	mir-3622 microRNA precursor family
4	mir-3622	RF03703	7180000115894	-	-	cm	1	84	1794	1724	-	no	1	0.72	0	37.8	0.00012	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
5	mir-341	RF03771	7180000115894	-	-	cm	1	96	1140	1050	-	no	1	0.68	0	33	0.00013	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
6	mir-341	RF03771	7180000115894	-	-	cm	1	96	1034	944	-	no	1	0.74	0.8	32.3	0.00019	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
7	MIR7724	RF03666	7180000115894	-	-	cm	1	169	1110	1230	+	no	1	0.7	0.6	31.5	0.00058	!	^	-	-	-	-	-	-	MIR7724 microRNA precursor family
8	MIR169	RF03311	7180000115894	-	-	cm	1	111	1124	1009	-	no	1	0.67	0	32.3	0.0008	!	=	5	0.647	0.824	""""	""""	""""	MIR169 microRNA precursor family
1	isrG	RF01390	7180000119249	-	-	cm	52	221	12054	12193	+	no	1	0.64	4.3	28.1	0.0025	!	^	-	-	-	-	-	-	isrG Hfq binding RNA
1	mir-4536	RF03747	7180000109132	-	-	cm	1	88	5889	5826	-	no	1	0.22	0.9	36.3	0.0048	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
2	mir-4536	RF03747	7180000109132	-	-	cm	1	88	5802	5879	+	no	1	0.26	0.3	36.2	0.0049	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
1	snoR71	RF00097	7180000113127	-	-	cm	1	107	11628	11522	-	no	1	0.48	0	41.5	1.10E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	DdR5	RF01573	7180000113549	-	-	hmm	14	71	498	560	+	-	6	0.3	0.5	23.6	0.0036	!	*	-	-	-	-	-	-	Dictyostelium snoRNA DdR5
1	MIR2118	RF01911	7180000107638	-	-	cm	1	170	13139	13379	+	no	1	0.32	6.4	34.9	0.0018	!	*	-	-	-	-	-	-	microRNA MIR2118
1	mir-3622	RF03703	7180000112078	-	-	cm	1	84	1024	1094	+	no	1	0.7	0	42.9	2.80E-06	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
2	mir-3622	RF03703	7180000112078	-	-	cm	1	84	1130	1200	+	no	1	0.7	0	42.9	2.80E-06	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
3	MIR7724	RF03666	7180000112078	-	-	cm	1	169	1022	1150	+	no	1	0.69	0.4	37.3	7.70E-06	!	=	1	0.55	1	""""	""""	""""	MIR7724 microRNA precursor family
4	mir-3622	RF03703	7180000112078	-	-	cm	1	84	1094	1024	-	no	1	0.7	0	40.2	1.20E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
5	mir-3622	RF03703	7180000112078	-	-	cm	1	84	1200	1130	-	no	1	0.7	0	40.2	1.20E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
6	mir-341	RF03771	7180000112078	-	-	cm	1	96	1158	1068	-	no	1	0.7	0.1	30.9	0.00021	!	=	4	0.297	0.38	""""	""""	""""	mir-341 microRNA precursor family
7	mir-3622	RF03703	7180000112078	-	-	cm	1	84	918	988	+	no	1	0.72	0	35.2	0.00022	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
8	RT-15	RF03018	7180000112078	-	-	cm	1	193	816	658	-	no	1	0.67	0.5	24.2	0.0024	!	^	-	-	-	-	-	-	RT-15 RNA
1	mir-580	RF01000	7180000106449	-	-	cm	1	97	239845	239957	+	no	1	0.39	0	66.3	3.60E-12	!	^	-	-	-	-	-	-	microRNA mir-580
2	mir-580	RF01000	7180000106449	-	-	cm	1	97	239961	239849	-	no	1	0.39	0	66.1	4.20E-12	!	^	-	-	-	-	-	-	microRNA mir-580
3	MIR1919	RF03693	7180000106449	-	-	cm	1	123	239959	239847	-	no	1	0.39	0	51.9	2.00E-07	!	=	2	0.982	0.982	""""	""""	""""	MIR1919 microRNA precursor family
4	snoR71	RF00097	7180000106449	-	-	cm	1	107	125236	125342	+	no	1	0.38	0	43.6	5.70E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	LSU_rRNA_eukarya	RF02543	7180000117541	-	-	cm	2665	2969	1	305	+	5'&3'	4	0.45	0	389	1.10E-97	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
2	LSU_rRNA_archaea	RF02540	7180000117541	-	-	cm	2383	2688	1	305	+	5'&3'	4	0.45	0	205	1.40E-62	!	=	1	1	1	""""	""""	""""	Archaeal large subunit ribosomal RNA
3	LSU_rRNA_bacteria	RF02541	7180000117541	-	-	cm	2313	2617	1	305	+	5'&3'	4	0.45	0	160.5	1.70E-51	!	=	1	1	1	""""	""""	""""	Bacterial large subunit ribosomal RNA
1	mir-5984	RF03796	7180000120484	-	-	cm	1	74	3558	3485	-	no	1	0.27	0.1	52.1	2.00E-08	!	^	-	-	-	-	-	-	mir-5984 microRNA precursor family
2	mir-5984	RF03796	7180000120484	-	-	cm	1	74	3485	3558	+	no	1	0.27	0.1	48	2.70E-07	!	*	-	-	-	-	-	-	mir-5984 microRNA precursor family
3	mir-552	RF00990	7180000120484	-	-	cm	1	96	15621	15709	+	no	1	0.21	6.5	40.5	5.10E-05	!	*	-	-	-	-	-	-	microRNA mir-552
1	tRNA	RF00005	7180000118593	-	-	cm	1	71	52332	52405	+	no	1	0.57	0	61	2.50E-10	!	*	-	-	-	-	-	-	tRNA
2	MIR2119	RF03922	7180000118593	-	-	cm	1	148	311978	311853	-	no	1	0.32	0.1	48.2	0.00028	!	*	-	-	-	-	-	-	MIR2119 microRNA precursor family
1	mir-160	RF00247	7180000119767	-	-	cm	1	90	21302	21400	+	no	1	0.51	0	74.4	3.40E-15	!	*	-	-	-	-	-	-	mir-160 microRNA precursor family
2	mir-160	RF00247	7180000119767	-	-	cm	1	90	21400	21302	-	no	1	0.51	0	42.2	3.60E-06	!	*	-	-	-	-	-	-	mir-160 microRNA precursor family
1	SSU_rRNA_eukarya	RF01960	7180000107459	-	-	cm	1	1851	34132	35940	+	no	1	0.45	0.7	1522.5	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
2	LSU_rRNA_eukarya	RF02543	7180000107459	-	-	cm	24	1889	36583	38428	+	no	1	0.54	15.6	1376.3	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
3	SSU_rRNA_microsporidia	RF02542	7180000107459	-	-	cm	1	1312	34132	35940	+	no	1	0.45	0.7	694.7	4.40E-209	!	=	1	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
4	LSU_rRNA_bacteria	RF02541	7180000107459	-	-	cm	1	2925	36169	38889	+	no	1	0.54	22.3	460.8	2.30E-149	!	=	2	0.678	1	""""	""""	""""	Bacterial large subunit ribosomal RNA
5	LSU_rRNA_archaea	RF02540	7180000107459	-	-	cm	16	1423	36452	38046	+	no	1	0.54	10.1	452.9	2.90E-138	!	=	2	0.918	0.793	""""	""""	""""	Archaeal large subunit ribosomal RNA
6	SSU_rRNA_archaea	RF01959	7180000107459	-	-	cm	1	1477	34132	35943	+	no	1	0.45	0.8	471.8	5.40E-136	!	=	1	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
7	SSU_rRNA_bacteria	RF00177	7180000107459	-	-	cm	1	1533	34127	35945	+	no	1	0.45	0.9	393.8	2.30E-122	!	=	1	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
8	LSU_rRNA_eukarya	RF02543	7180000107459	-	-	cm	1907	2347	38446	38903	+	no	1	0.53	0	209	1.60E-48	!	=	4	0.969	0.163	-	-	-	Eukaryotic large subunit ribosomal RNA
9	5_8S_rRNA	RF00002	7180000107459	-	-	cm	1	154	36177	36332	+	no	1	0.5	0	140.7	6.30E-35	!	=	4	1	0.057	-	-	-	5.8S ribosomal RNA
10	LSU_rRNA_archaea	RF02540	7180000107459	-	-	cm	1424	2146	38047	38901	+	no	1	0.54	0.5	76.7	2.90E-19	!	=	2	0.447	0.207	""""	""""	""""	Archaeal large subunit ribosomal RNA
1	MIR159	RF00638	7180000106414	-	-	cm	1	196	310978	310742	-	no	1	0.39	0.1	147.4	5.20E-31	!	*	-	-	-	-	-	-	microRNA MIR159
2	MIR159	RF00638	7180000106414	-	-	cm	1	196	310744	310980	+	no	1	0.39	0.1	81.2	1.60E-14	!	*	-	-	-	-	-	-	microRNA MIR159
3	tRNA	RF00005	7180000106414	-	-	cm	1	71	242576	242659	+	no	1	0.57	0	64	5.00E-11	!	^	-	-	-	-	-	-	tRNA
4	tRNA	RF00005	7180000106414	-	-	cm	1	71	179333	179405	+	no	1	0.59	0	57	4.30E-09	!	*	-	-	-	-	-	-	tRNA
5	MIR2118	RF01911	7180000106414	-	-	cm	1	170	1611	1799	+	no	1	0.34	0.4	49.8	7.10E-06	!	*	-	-	-	-	-	-	microRNA MIR2118
6	MIR2118	RF01911	7180000106414	-	-	cm	1	170	1798	1610	-	no	1	0.34	0.3	48.9	1.10E-05	!	*	-	-	-	-	-	-	microRNA MIR2118
7	tRNA	RF00005	7180000106414	-	-	cm	1	71	58201	58273	+	no	1	0.56	0	37.8	0.001	!	*	-	-	-	-	-	-	tRNA
1	mir-4798	RF03244	7180000106792	-	-	cm	1	75	19287	19370	+	no	1	0.25	1	36.1	0.0013	!	^	-	-	-	-	-	-	mir-4798 microRNA precursor family
1	snoR71	RF00097	7180000111330	-	-	cm	1	107	8979	8873	-	no	1	0.41	0	49.3	8.20E-08	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	5S_rRNA	RF00001	7180000120510	-	-	cm	1	119	57437	57547	+	no	1	0.44	0	33.4	0.0077	!	*	-	-	-	-	-	-	-
1	MIR1122	RF00906	7180000117835	-	-	cm	1	135	121305	121418	+	no	1	0.23	9.8	41.6	0.00016	!	^	-	-	-	-	-	-	microRNA MIR1122
2	mir-5879	RF03637	7180000117835	-	-	cm	1	76	124413	124470	+	no	1	0.43	0	34.6	0.0016	!	^	-	-	-	-	-	-	mir-5879 microRNA precursor family
3	mir-574	RF00929	7180000117835	-	-	cm	1	77	121400	121327	-	no	1	0.22	3.6	42.2	0.0045	!	^	-	-	-	-	-	-	microRNA mir-574
4	mir-5879	RF03637	7180000117835	-	-	cm	1	76	124470	124413	-	no	1	0.43	0	32.9	0.0049	!	*	-	-	-	-	-	-	mir-5879 microRNA precursor family
1	mir-4536	RF03747	7180000109881	-	-	cm	1	88	48397	48318	-	no	1	0.2	6.4	44.3	5.50E-05	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
2	mir-4427	RF03257	7180000109881	-	-	cm	1	68	56818	56731	-	no	1	0.34	0	37	0.00019	!	*	-	-	-	-	-	-	mir-4427 microRNA precursor family
1	BSR0709	RF02610	7180000119279	-	-	cm	98	146	19629	19675	+	no	1	0.3	0	24.3	0.0046	!	*	-	-	-	-	-	-	Brucella sRNA 0709
1	tRNA	RF00005	7180000118792	-	-	cm	1	71	62631	62704	+	no	1	0.64	0	70	3.30E-13	!	*	-	-	-	-	-	-	tRNA
2	MIR1023	RF01043	7180000118792	-	-	cm	1	165	127565	127739	+	no	1	0.41	0	62.2	1.90E-10	!	^	-	-	-	-	-	-	microRNA MIR1023
3	MIR1023	RF01043	7180000118792	-	-	cm	1	165	127740	127566	-	no	1	0.41	0	60.8	4.50E-10	!	^	-	-	-	-	-	-	microRNA MIR1023
4	MIR6445	RF03933	7180000118792	-	-	cm	1	117	127710	127595	-	no	1	0.36	0	55.8	1.50E-08	!	=	3	1	0.663	""""	""""	""""	MIR6445 microRNA precursor family
5	MIR530	RF01005	7180000118792	-	-	cm	1	172	127585	127720	+	no	1	0.4	0	59.3	1.90E-08	!	=	2	1	0.777	""""	""""	""""	microRNA MIR530
6	MIR6426	RF03872	7180000118792	-	-	cm	1	84	127706	127599	-	no	1	0.33	0	56.1	1.90E-08	!	=	3	1	0.617	""""	""""	""""	MIR6426 microRNA precursor family
7	MIR6426	RF03872	7180000118792	-	-	cm	1	84	127604	127701	+	no	1	0.33	0	54.6	4.70E-08	!	=	2	1	0.56	""""	""""	""""	MIR6426 microRNA precursor family
8	MIR6445	RF03933	7180000118792	-	-	cm	1	117	127593	127712	+	no	1	0.37	0	51.2	2.60E-07	!	=	2	1	0.686	""""	""""	""""	MIR6445 microRNA precursor family
9	mir-3121	RF03452	7180000118792	-	-	cm	1	77	127615	127690	+	no	1	0.26	0.2	42.5	1.60E-06	!	=	2	1	0.434	""""	""""	""""	mir-3121 microRNA precursor family
10	MIR815	RF00884	7180000118792	-	-	cm	1	81	127701	127604	-	no	1	0.33	0	37.1	0.0019	!	=	3	1	0.56	""""	""""	""""	microRNA MIR815
11	MIR815	RF00884	7180000118792	-	-	cm	1	81	127604	127701	+	no	1	0.33	0	37.1	0.0019	!	=	2	1	0.56	""""	""""	""""	microRNA MIR815
1	DLEU2_4	RF02108	7180000106668	-	-	hmm	2	46	104779	104823	+	-	6	0.27	0.6	28.2	0.0013	!	*	-	-	-	-	-	-	Deleted in lymphocytic leukemia 2 conserved region 4
1	tRNA	RF00005	7180000113316	-	-	cm	1	71	16847	16762	-	no	1	0.58	0	57.8	1.50E-10	!	*	-	-	-	-	-	-	tRNA
1	MIR396	RF00648	7180000118687	-	-	cm	1	118	144310	144459	+	no	1	0.38	0.6	91.3	1.20E-18	!	*	-	-	-	-	-	-	microRNA MIR396
2	MIR396	RF00648	7180000118687	-	-	cm	1	118	151369	151274	-	no	1	0.39	0	83.2	2.00E-16	!	^	-	-	-	-	-	-	microRNA MIR396
3	MIR396	RF00648	7180000118687	-	-	cm	1	118	151275	151370	+	no	1	0.39	0	65	2.30E-11	!	*	-	-	-	-	-	-	microRNA MIR396
4	MIR171_1	RF00643	7180000118687	-	-	cm	1	101	185565	185463	-	no	1	0.38	0	71	3.10E-11	!	^	-	-	-	-	-	-	microRNA MIR171_1
5	MIR396	RF00648	7180000118687	-	-	cm	1	118	144458	144309	-	no	1	0.38	1	60.2	4.90E-10	!	*	-	-	-	-	-	-	microRNA MIR396
6	MIR171_1	RF00643	7180000118687	-	-	cm	1	101	185465	185567	+	no	1	0.39	0	51.8	1.80E-06	!	*	-	-	-	-	-	-	microRNA MIR171_1
1	snoR71	RF00097	7180000106716	-	-	cm	1	107	33666	33568	-	no	1	0.45	0	41.4	3.10E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	tRNA	RF00005	7180000110482	-	-	cm	1	71	11682	11753	+	no	1	0.62	0	58.6	7.10E-11	!	^	-	-	-	-	-	-	tRNA
1	MIR2118	RF01911	7180000110327	-	-	cm	1	170	68273	68470	+	no	1	0.38	0	41.7	0.00015	!	^	-	-	-	-	-	-	microRNA MIR2118
